country,1991/1,1991/10,1991/11,1991/12,1991/2,1991/3,1991/4,1991/5,1991/6,1991/7,1991/8,1991/9,1992/1,1992/10,1992/11,1992/12,1992/2,1992/3,1992/4,1992/5,1992/6,1992/7,1992/8,1992/9,1993/1,1993/10,1993/11,1993/12,1993/2,1993/3,1993/4,1993/5,1993/6,1993/7,1993/8,1993/9,1994/1,1994/10,1994/11,1994/12,1994/2,1994/3,1994/4,1994/5,1994/6,1994/7,1994/8,1994/9,1995/1,1995/10,1995/11,1995/12,1995/2,1995/3,1995/4,1995/5,1995/6,1995/7,1995/8,1995/9,1996/1,1996/10,1996/11,1996/12,1996/2,1996/3,1996/4,1996/5,1996/6,1996/7,1996/8,1996/9,1997/1,1997/10,1997/11,1997/12,1997/2,1997/3,1997/4,1997/5,1997/6,1997/7,1997/8,1997/9,1998/1,1998/10,1998/11,1998/12,1998/2,1998/3,1998/4,1998/5,1998/6,1998/7,1998/8,1998/9,1999/1,1999/10,1999/11,1999/12,1999/2,1999/3,1999/4,1999/5,1999/6,1999/7,1999/8,1999/9,2000/1,2000/10,2000/11,2000/12,2000/2,2000/3,2000/4,2000/5,2000/6,2000/7,2000/8,2000/9,2001/1,2001/10,2001/11,2001/12,2001/2,2001/3,2001/4,2001/5,2001/6,2001/7,2001/8,2001/9,2002/1,2002/10,2002/11,2002/12,2002/2,2002/3,2002/4,2002/5,2002/6,2002/7,2002/8,2002/9,2003/1,2003/10,2003/11,2003/12,2003/2,2003/3,2003/4,2003/5,2003/6,2003/7,2003/8,2003/9,2004/1,2004/10,2004/11,2004/12,2004/2,2004/3,2004/4,2004/5,2004/6,2004/7,2004/8,2004/9,2005/1,2005/10,2005/11,2005/12,2005/2,2005/3,2005/4,2005/5,2005/6,2005/7,2005/8,2005/9,2006/1,2006/10,2006/11,2006/12,2006/2,2006/3,2006/4,2006/5,2006/6,2006/7,2006/8,2006/9,2007/1,2007/10,2007/11,2007/12,2007/2,2007/3,2007/4,2007/5,2007/6,2007/7,2007/8,2007/9,2008/1,2008/10,2008/11,2008/12,2008/2,2008/3,2008/4,2008/5,2008/6,2008/7,2008/8,2008/9,2009/1,2009/10,2009/11,2009/12,2009/2,2009/3,2009/4,2009/5,2009/6,2009/7,2009/8,2009/9,2010/1,2010/10,2010/11,2010/12,2010/2,2010/3,2010/4,2010/5,2010/6,2010/7,2010/8,2010/9,2011/1,2011/10,2011/11,2011/12,2011/2,2011/3,2011/4,2011/5,2011/6,2011/7,2011/8,2011/9,2012/1,2012/10,2012/11,2012/12,2012/2,2012/3,2012/4,2012/5,2012/6,2012/7,2012/8,2012/9,2013/1,2013/10,2013/11,2013/12,2013/2,2013/3,2013/4,2013/5,2013/6,2013/7,2013/8,2013/9,2015/1,2015/10,2015/11,2015/12,2015/2,2015/3,2015/4,2015/5,2015/6,2015/7,2015/8,2015/9
SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.0,900.0,904.0,967.0,1035.0,1160.0,999.0,838.0,1035.0,1042.0,790.0,848.0,937.0,964.0,989.0,1032.0,832.0,904.0,846.0,878.0,876.0,893.0,857.0,912.0,1043.0,983.0,1002.0,1017.0,936.0,1002.0,868.0,1307.0,922.0,909.0,889.0,945.0,1043.0,1012.0,1037.0,1083.0,925.0,1031.0,940.0,946.0,602.0,952.0,918.0,949.0,1104.0,1107.0,1087.0,1117.0,972.0,917.0,1027.0,1000.0,1014.0,1034.0,974.0,1040.0,1163.0,1138.0,1130.0,1205.0,1080.0,1128.0,1051.0,1027.0,1060.0,1071.0,1009.0,960.0,1159.0,1144.0,1166.0,1186.0,1089.0,1206.0,1076.0,1070.0,1055.0,1131.0,1037.0,1038.0,1109.0,1115.0,1133.0,985.0,1043.0,1142.0,1029.0,1044.0,1052.0,1055.0,1000.0,1060.0,1217.0,1139.0,1154.0,1159.0,1091.0,1175.0,1004.0,1067.0,1093.0,1117.0,1022.0,1093.0,1183.0,1150.0,1155.0,1172.0,1064.0,1166.0,1043.0,1114.0,1108.0,1121.0,1073.0,1099.0,1147.0,1105.0,1062.0,1006.0,1071.0,1113.0,1033.0,1031.0,1029.0,1054.0,998.0,1037.0,1058.0,987.0,1004.0,1020.0,941.0,976.0,825.0,872.0,885.0,934.0,899.0,936.0,1080.0,1061.0,1044.0,1131.0,988.0,1049.0,938.0,992.0,987.0,1036.0,961.0,981.0,952.0,1059.0,1081.0,1074.0,1048.0,1125.0,994.0,1058.0,1058.0,1036.0,1033.0,1040.0,1139.0,1038.0,1048.0,1101.0,1131.0,1067.0,980.0,1018.0,1023.0,1050.0,1026.0,1018.0,1163.0,1094.0,1061.0,1101.0,1071.0,1116.0,1004.0,991.0,989.0,1038.0,1013.0,1029.0,1233.0,1175.0,1164.0,1199.0,1130.0,1178.0,1067.0,1092.0,1088.0,1149.0,1073.0,1099.0
SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2567.0,2214.0,2464.0,2629.0,2316.0,2502.0,2087.0,1977.0,1849.0,1849.0,1813.0,1885.0,2520.0,2177.0,2410.0,2580.0,2342.0,2357.0,2024.0,1942.0,1828.0,1856.0,1817.0,1802.0,2615.0,2131.0,2239.0,2430.0,2360.0,2411.0,2003.0,1897.0,1882.0,1878.0,1887.0,1920.0,2511.0,2169.0,2379.0,2568.0,2240.0,2347.0,2088.0,1895.0,1883.0,1874.0,1877.0,1976.0,2576.0,2322.0,2337.0,2572.0,2239.0,2321.0,2090.0,1942.0,1896.0,1946.0,1907.0,1990.0,2603.0,2382.0,2377.0,2537.0,2367.0,2401.0,2108.0,1916.0,1883.0,1936.0,1928.0,1946.0,2591.0,2216.0,2325.0,2503.0,2394.0,2417.0,2054.0,1998.0,1910.0,1958.0,1944.0,1993.0,2494.0,2222.0,2404.0,2553.0,2350.0,2419.0,2082.0,2031.0,1934.0,1922.0,1912.0,1960.0,2623.0,2252.0,2399.0,2502.0,2377.0,2504.0,2168.0,2110.0,2070.0,2082.0,2064.0,2057.0,2556.0,2397.0,2498.0,2624.0,2297.0,2434.0,2159.0,2177.0,2089.0,2102.0,2073.0,2175.0,2637.0,2370.0,2348.0,2388.0,2419.0,2478.0,2262.0,2220.0,2103.0,2141.0,2078.0,2191.0,2468.0,2230.0,2247.0,2354.0,2262.0,2317.0,1888.0,1905.0,1872.0,1961.0,1951.0,1981.0,2472.0,2307.0,2280.0,2549.0,2287.0,2388.0,2106.0,2087.0,2027.0,2061.0,2010.0,2062.0,2547.0,2283.0,2365.0,2415.0,2340.0,2408.0,2112.0,2119.0,2021.0,2046.0,2074.0,2050.0,2475.0,2304.0,2301.0,2431.0,2471.0,2355.0,2115.0,2097.0,2060.0,2091.0,2079.0,2063.0,2487.0,2271.0,2282.0,2360.0,2251.0,2424.0,2155.0,2119.0,2033.0,2080.0,2094.0,2095.0,2470.0,2360.0,2350.0,2405.0,2277.0,2393.0,2194.0,2157.0,2115.0,2191.0,2136.0,2128.0
SIHR,1983.0,1682.0,2101.0,1883.0,1898.0,1696.0,1719.0,2240.0,1914.0,1439.0,1405.0,1653.0,1842.0,1700.0,1772.0,1933.0,1765.0,1834.0,1641.0,1500.0,1488.0,1501.0,1469.0,1478.0,1943.0,1663.0,1854.0,1906.0,1804.0,1800.0,1570.0,1484.0,1439.0,1463.0,1460.0,1498.0,1830.0,1798.0,1802.0,1980.0,1732.0,1765.0,1651.0,1580.0,1580.0,1608.0,1573.0,1606.0,2032.0,1756.0,1929.0,2027.0,1743.0,1942.0,1681.0,1627.0,1567.0,1625.0,1580.0,1632.0,2105.0,1814.0,1863.0,2130.0,2011.0,2035.0,1759.0,1606.0,1568.0,1625.0,1606.0,1701.0,2148.0,2017.0,2084.0,2220.0,1883.0,1951.0,1915.0,1729.0,1690.0,1744.0,1736.0,1778.0,2178.0,1972.0,2160.0,2423.0,1967.0,2164.0,1874.0,1793.0,1762.0,1836.0,1795.0,1833.0,2311.0,2044.0,2236.0,2459.0,2114.0,2149.0,1900.0,1843.0,1824.0,1922.0,1877.0,1904.0,2485.0,2068.0,2142.0,2349.0,2213.0,2270.0,1925.0,2298.0,1934.0,2356.0,1837.0,1968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YUGO,5120.0,3989.0,4444.0,5285.0,4826.0,4562.0,4179.0,3992.0,3650.0,3566.0,3653.0,3618.0,3315.0,3167.0,3339.0,4224.0,3087.0,2875.0,2250.0,1668.0,1269.0,1232.0,1314.0,1356.0,4360.0,3307.0,4315.0,4527.0,4010.0,4219.0,3152.0,2549.0,2372.0,2330.0,2418.0,2386.0,4785.0,3812.0,4154.0,4530.0,4303.0,3733.0,3339.0,2830.0,2635.0,2608.0,2582.0,2699.0,4886.0,3360.0,4338.0,4868.0,4035.0,4548.0,3660.0,3094.0,2711.0,2770.0,2778.0,2913.0,5121.0,3874.0,4167.0,5164.0,4876.0,4830.0,3818.0,2976.0,2887.0,2951.0,2983.0,3269.0,4963.0,4007.0,4350.0,4975.0,4282.0,4278.0,4108.0,3040.0,2903.0,2948.0,2964.0,3057.0,4797.0,3610.0,4518.0,5531.0,4229.0,4656.0,3454.0,3214.0,2943.0,2966.0,2960.0,3082.0,5163.0,3483.0,4244.0,5005.0,4727.0,4206.0,2915.0,2225.0,2316.0,2636.0,2714.0,2767.0,5306.0,3420.0,3873.0,4837.0,4679.0,4549.0,3404.0,3064.0,2952.0,3013.0,3023.0,3090.0,5074.0,3520.0,4504.0,5539.0,4510.0,4195.0,3872.0,3137.0,3035.0,3094.0,3061.0,3114.0,5260.0,3851.0,4144.0,5094.0,4144.0,4216.0,3855.0,3221.0,3117.0,3130.0,3109.0,3189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.0,411.0,365.0,404.0,393.0,379.0,341.0,381.0,448.0,549.0,620.0,507.0,446.0,358.0,350.0,391.0,407.0,411.0,347.0,378.0,436.0,492.0,492.0,440.0,446.0,363.0,301.0,330.0,386.0,358.0,303.0,343.0,417.0,540.0,505.0,426.0,353.0,318.0,288.0,362.0,296.0,300.0,279.0,331.0,368.0,452.0,463.0,376.0,368.0,351.0,298.0,358.0,364.0,338.0,283.0,314.0,343.0,452.0,495.0,441.0
DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507.0,2960.0,3180.0,3546.0,3112.0,3197.0,2723.0,2742.0,2655.0,2573.0,2683.0,2762.0,3397.0,2895.0,3014.0,3156.0,2890.0,3139.0,2652.0,2727.0,2553.0,2527.0,2749.0,2759.0,3263.0,2953.0,3002.0,3263.0,3152.0,2980.0,2694.0,2653.0,2566.0,2378.0,2692.0,2672.0,3336.0,2829.0,2933.0,3048.0,2922.0,3094.0,2690.0,2590.0,1723.0,2456.0,2435.0,2294.0,3188.0,1943.0,2555.0,3113.0,2909.0,2916.0,2306.0,2648.0,2907.0,2556.0,2692.0,2697.0
EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.0,671.0,728.0,855.0,768.0,756.0,635.0,575.0,505.0,516.0,528.0,572.0,824.0,644.0,690.0,739.0,787.0,769.0,637.0,588.0,515.0,521.0,551.0,562.0,820.0,685.0,717.0,858.0,844.0,753.0,659.0,593.0,534.0,531.0,560.0,584.0,860.0,661.0,697.0,748.0,732.0,811.0,691.0,608.0,543.0,554.0,571.0,573.0,816.0,719.0,714.0,751.0,719.0,743.0,679.0,634.0,573.0,574.0,593.0,624.0
FI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9283.0,7284.0,8052.0,8994.0,8220.0,7885.0,6892.0,6518.0,5795.0,5941.0,6203.0,6400.0,8839.0,6828.0,7234.0,7465.0,8399.0,8142.0,6917.0,6525.0,5679.0,5896.0,6145.0,6175.0,8516.0,7167.0,7478.0,8679.0,8312.0,7762.0,6936.0,6336.0,5704.0,5845.0,6126.0,6264.0,8698.0,7086.0,7397.0,7761.0,7508.0,8388.0,7062.0,6280.0,5586.0,5893.0,6130.0,6255.0,8437.0,7138.0,7279.0,7730.0,7336.0,7645.0,6756.0,6268.0,5838.0,5941.0,6008.0,6118.0
GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31080.0,27876.0,30429.0,34230.0,30478.0,30990.0,24869.0,25847.0,25225.0,24997.0,24371.0,25302.0,32710.0,27624.0,29137.0,31416.0,28436.0,29292.0,25111.0,25517.0,24573.0,24636.0,25050.0,25598.0,31784.0,28057.0,29406.0,31405.0,30652.0,29136.0,27052.0,26661.0,24214.0,24938.0,24816.0,25230.0,32261.0,26848.0,28901.0,29754.0,28570.0,31421.0,27173.0,24402.0,23785.0,24744.0,23824.0,24574.0,32243.0,28320.0,30380.0,30768.0,29083.0,31380.0,26097.0,26044.0,24327.0,24569.0,24361.0,25082.0
IE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2624.0,2201.0,2399.0,2665.0,2336.0,2432.0,2126.0,2095.0,1990.0,2041.0,2023.0,2069.0,2545.0,2186.0,2260.0,2432.0,2214.0,2331.0,2049.0,2095.0,1982.0,1991.0,2028.0,2009.0,2384.0,2189.0,2270.0,2354.0,2223.0,2222.0,2086.0,2091.0,1943.0,1982.0,1991.0,1982.0,2413.0,2220.0,2239.0,2382.0,2185.0,2376.0,2144.0,2093.0,1908.0,2022.0,2000.0,1997.0,2498.0,2276.0,2353.0,2445.0,2279.0,2397.0,2154.0,2192.0,2055.0,2100.0,2087.0,2120.0
IS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.0,1414.0,1419.0,1484.0,1327.0,1455.0,1376.0,1386.0,1323.0,1338.0,1351.0,1348.0,1475.0,1437.0,1411.0,1492.0,1335.0,1459.0,1361.0,1735.0,1325.0,1374.0,1383.0,1366.0,1490.0,1465.0,1446.0,1510.0,1415.0,1476.0,1383.0,1411.0,1339.0,1390.0,1406.0,1387.0,1533.0,1506.0,1488.0,1558.0,1401.0,1548.0,1452.0,1458.0,1383.0,1443.0,1448.0,1429.0,1609.0,1534.0,1536.0,1583.0,1482.0,1609.0,1515.0,1565.0,1466.0,1495.0,1493.0,1450.0
LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.0,889.0,903.0,1033.0,868.0,868.0,768.0,780.0,736.0,787.0,811.0,795.0,982.0,868.0,899.0,948.0,908.0,910.0,795.0,816.0,781.0,812.0,828.0,815.0,966.0,913.0,920.0,997.0,965.0,917.0,824.0,770.0,780.0,826.0,845.0,829.0,1039.0,910.0,900.0,942.0,882.0,949.0,846.0,830.0,800.0,823.0,832.0,818.0,1005.0,955.0,958.0,995.0,891.0,920.0,873.0,862.0,825.0,846.0,863.0,866.0
LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.0,632.0,646.0,751.0,638.0,652.0,570.0,537.0,500.0,544.0,546.0,551.0,703.0,628.0,640.0,763.0,658.0,658.0,563.0,537.0,497.0,527.0,540.0,550.0,724.0,665.0,678.0,742.0,734.0,687.0,608.0,580.0,547.0,573.0,595.0,584.0,773.0,630.0,630.0,665.0,650.0,704.0,613.0,556.0,522.0,544.0,556.0,555.0,692.0,625.0,626.0,654.0,616.0,635.0,589.0,571.0,522.0,549.0,568.0,562.0
ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.0,368.0,418.0,466.0,412.0,399.0,348.0,344.0,351.0,386.0,385.0,345.0,462.0,361.0,375.0,418.0,425.0,408.0,348.0,326.0,331.0,375.0,389.0,365.0,390.0,287.0,213.0,350.0,363.0,364.0,269.0,269.0,266.0,300.0,305.0,266.0,371.0,324.0,376.0,408.0,349.0,360.0,307.0,289.0,298.0,336.0,333.0,293.0,408.0,331.0,357.0,396.0,362.0,370.0,301.0,298.0,313.0,354.0,368.0,325.0,414.0,251.0,272.0,352.0,390.0,349.0,327.0,295.0,291.0,345.0,340.0,274.0,408.0,253.0,449.0,369.0,420.0,607.0,755.0,395.0,223.0,306.0,219.0,248.0,338.0,246.0,262.0,313.0,301.0,303.0,261.0,240.0,257.0,325.0,319.0,253.0
NI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.0,765.0,818.0,916.0,788.0,824.0,723.0,719.0,684.0,664.0,686.0,701.0,890.0,761.0,774.0,840.0,771.0,819.0,697.0,712.0,693.0,658.0,696.0,698.0,833.0,865.0,784.0,771.0,774.0,773.0,707.0,716.0,680.0,654.0,688.0,685.0,848.0,748.0,784.0,807.0,755.0,819.0,735.0,717.0,655.0,652.0,670.0,681.0,852.0,717.0,765.0,797.0,1414.0,782.0,697.0,711.0,660.0,658.0,661.0,685.0
NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14925.0,10542.0,12631.0,14814.0,13063.0,12425.0,10136.0,9056.0,8152.0,7536.0,7911.0,8601.0,13528.0,10111.0,10936.0,12436.0,12355.0,12248.0,9345.0,8681.0,7830.0,7800.0,8164.0,8586.0,13465.0,10988.0,11634.0,14308.0,12667.0,11518.0,10457.0,9246.0,8327.0,7912.0,8326.0,9015.0,14310.0,10523.0,11739.0,12487.0,12492.0,13021.0,10819.0,9371.0,8105.0,7919.0,8246.0,8811.0,13526.0,10632.0,11726.0,12872.0,12065.0,12244.0,10410.0,9989.0,8880.0,8391.0,8585.0,8979.0
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3346.0,3111.0,3559.0,4015.0,3010.0,3290.0,3156.0,3193.0,3274.0,2804.0,2592.0,2489.0,3817.0,3207.0,3481.0,3994.0,3458.0,3572.0,3234.0,2780.0,2634.0,3110.0,2787.0,2908.0,3744.0,3318.0,3455.0,3677.0,3378.0,3865.0,2783.0,3157.0,3499.0,3646.0,3230.0,3102.0,3493.0,3269.0,2834.0,3285.0,3465.0,3681.0,3536.0,3303.0,3042.0,3232.0,3171.0,3214.0,3784.0,3182.0,3136.0,3034.0,3595.0,4217.0,3399.0,3433.0,3253.0,3265.0,3066.0,2810.0,4257.0,3075.0,3454.0,4250.0,4172.0,3615.0,3065.0,2815.0,2713.0,2810.0,2769.0,2635.0,4123.0,3248.0,3300.0,4227.0,3660.0,3859.0,3114.0,2744.0,2718.0,2819.0,2844.0,2788.0,4056.0,3285.0,3483.0,4020.0,3603.0,3748.0,3154.0,2771.0,2676.0,2916.0,2852.0,2762.0
SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16221.0,12090.0,13762.0,16450.0,14209.0,13909.0,11169.0,10631.0,9647.0,9062.0,9662.0,10278.0,15015.0,11603.0,11818.0,13435.0,13994.0,13690.0,10870.0,10477.0,9424.0,9020.0,9698.0,10178.0,14577.0,11984.0,12446.0,15159.0,14303.0,12741.0,11661.0,10510.0,9791.0,8997.0,9652.0,10175.0,15305.0,11405.0,12381.0,13107.0,13453.0,14497.0,11795.0,10094.0,9140.0,8839.0,9535.0,10025.0,14100.0,11578.0,12242.0,13130.0,12610.0,12851.0,10967.0,10494.0,9602.0,8907.0,9561.0,9888.0
SE,3136.472588300705,2490.236335039139,2822.380881369114,3191.396355807781,2961.0501950383186,2779.2360194325447,2587.132155776024,2626.145656347275,2371.512143611908,2215.541687786579,2243.5839982628822,2292.6576974987984,2202.0225771665573,2084.5128995776176,2188.0023312568665,2672.8893725275993,2060.5572049617767,1971.469258069992,1606.1843820214272,1280.3183087706566,1075.9809362888336,1065.7219824194908,1090.7437490820885,1119.765796661377,2747.953854262829,2143.9910575151443,2698.700021982193,2820.333363175392,2528.6869112849236,2638.011909544468,2039.773263990879,1716.6156134009361,1616.808535039425,1604.5917162299156,1640.9801869392395,1639.8112736940384,2933.439229130745,2433.568948507309,2606.589794278145,2842.54126816988,2660.48483556509,2385.315326690674,2154.3094923496246,1884.7748445272446,1786.3814190030098,1783.2606999874115,1755.9462901353836,1827.3324306607246,3042.148892521858,2204.442621052265,2736.9644830822945,3029.654674112797,2532.9438999295235,2846.041100025177,2327.3650581240654,2033.955650985241,1826.5586550235748,1874.4069569706917,1862.092091023922,1945.0194427967072,3181.04889190197,2477.959243416786,2637.645281493664,3208.243301808834,3030.0174030065536,3012.908300817013,2428.8384657502174,1973.0074326992035,1916.9814050197601,1968.8316863775253,1972.26239579916,2142.605126619339,3117.3998535871506,2601.7414991259575,2788.2048261761665,3139.5422773361206,2696.4025030732155,2713.6301048994064,2617.359381198883,2037.462564945221,1958.6497452259064,2000.6596508026123,1998.8741649389267,2062.178576231003,3538.2336869239807,2822.7005071640015,3361.7979469895363,3969.968454658985,3141.386527597904,3448.709863483906,2693.725259244442,2524.064041495323,2372.3927516937256,2411.906206846237,2369.624858915806,2462.06375092268,3739.7249111533165,2776.7358051538467,3245.2319569587708,3717.0778335928917,3425.438755631447,3188.3465339541435,2413.3252958655357,2044.335793375969,2064.9470559954643,2261.895048260689,2274.165341615677,2315.9799448251724,3884.3139414191246,2750.2798635959625,3017.5909655690193,3582.8068048357964,3442.6190430521965,3407.9205159544945,2667.7227743268013,2604.2522814273834,2427.167555809021,2567.0803696513176,2437.502918422222,2519.2801916003227,3137.1540078520775,2294.0523734092712,2821.496565580368,3379.9482097029686,2787.8623300790787,2665.6984981298447,2441.41535282135,2048.06787699461,1969.4410969018936,2025.0282436013222,2001.294324696064,2049.2066709399223,3243.959353685379,2492.1675746440887,2639.1538375020027,3161.8058418035507,2603.8502611517906,2660.19918268919,2439.9549257159233,2097.329448580742,2037.9198735952377,2061.089449286461,2032.1006081700325,2095.4640781879425,771.5835254788399,715.3467621803284,717.4700645208359,758.1682538986206,705.2290968894958,721.7647318840027,648.5330302715302,612.8335654139519,607.6615565419197,629.6304149031639,607.2661747336388,609.6349405646324,765.7223946452141,684.0349082350731,716.4527195096016,762.2550186514854,709.3884821534157,732.0199735760689,637.166560292244,629.7990400195122,609.9316291213036,634.4287871718407,612.8887163996696,623.2445089221001,0.18517822585999966,0.16797464351111557,0.178389624285046,0.18591721341363154,0.17341189211583696,0.18136613626847975,0.15943112497916445,0.15562704678450245,0.1512615067040315,0.152675833000103,0.15007184134447016,0.15360188038903289,0.19496315038122702,0.17173079229542054,0.17932202479278203,0.1878403746377444,0.17586243136611301,0.18621542502660304,0.16060919816663954,0.1606832096586004,0.15876277956704143,0.16260774203692563,0.1589385192055488,0.15993355351383798,850.1907229265489,789.4306385655655,902.9991762872378,1018.5081287715875,765.5477666613588,835.1515796558815,800.0370786530693,809.1663459213887,829.630919757401,713.2294110920338,660.193628572757,633.1966448647436,968.8847864925774,813.2100224976457,882.146366316083,1011.7437477316562,877.96199391548,905.9349201998266,819.5452224054898,705.3547640984034,669.0064526447823,789.3871039155056,709.0690090968128,738.5738929213694,948.3740512310178,838.6377836279426,870.577355985457,930.3684438041237,856.0113392500789,977.7979408042447,704.3028582631232,797.8045680660289,883.2105799557903,921.0304433604906,817.1832286657009,783.9662921199197,10982.958635711911,8296.085528238575,9293.037745725393,11037.486802317973,9724.818450100618,9552.919864478827,7843.033536888557,7380.290999426608,6705.774488489129,6384.810073615605,6717.483889923096,7123.222286998411,10279.356286369148,7976.275314728904,8179.205021321948,9160.379911121665,9559.157059852718,9554.003916244808,7558.732462082728,7290.09134556714,6607.401308149987,6404.837479607944,6743.395526828637,6971.4281359759625,10166.22271519182,8255.299177395398,8659.215001109857,10555.28539469537,9902.107658035238,8834.213542387763,8014.169248662176,7222.923866522498,6716.9448293618625,6294.189270755611,6665.7879762685625,6977.741316813859,10605.223644159647,7942.081123596436,8605.521094745767,9295.187326328509,9322.390124648882,9975.688642689478,8154.613972792504,7014.026585100088,6360.543100201947,6216.62037288108,6609.603123786161,6913.386736449698,9884.799225480645,8051.169356184255,8575.266410399752,9302.135612530401,8871.193172148196,9014.537478892249,7680.53254640731,7295.5200385148055,6680.909423994948,6335.332284953038,6670.824981682992,6861.100344975712
